channel,participant_index,trial,align_count,improvement,empirical_abs_delta
AI channel,28,8,41,-0.02293528520426924,0.0
AI channel,30,8,41,0.03435418128844148,0.5
AI channel,32,8,41,-0.004376835591113903,0.0
AI channel,33,8,41,0.036473808386142226,0.75
AI channel,34,8,41,0.028511333780027348,0.0
AI channel,35,8,41,-0.027339187062128123,0.0
AI channel,36,8,41,0.041140469279081326,0.0
AI channel,37,8,41,-0.02916518952982239,0.0
AI channel,38,8,41,0.03576059542052057,0.0
AI channel,39,8,41,-0.03771987868366622,0.0
AI channel,40,8,41,0.026918735230602175,0.0
AI channel,41,8,41,0.0368669648967761,0.0
AI channel,43,8,41,-0.005868035420432016,0.0
AI channel,45,8,41,-0.05090633490155194,0.25
AI channel,46,8,41,-0.031889145799327556,0.0
AI channel,47,8,41,-0.023957984766612372,0.25
AI channel,48,8,41,0.008687509079698952,0.5
AI channel,49,8,41,-0.04607576103477262,0.0
AI channel,69,9,6,-0.01106306675303187,0.25
AI channel,70,9,6,-0.012657790962315008,0.25
AI channel,73,9,6,-0.022483034059633034,0.5
AI channel,75,9,6,-0.04507970966865382,0.25
AI channel,86,9,6,0.03322637301850828,0.75
AI channel,92,9,6,-0.048510567926516535,0.0
AI channel,27,11,4,0.040694373689663,0.0
AI channel,39,11,4,0.04224812979504722,0.25
AI channel,63,11,4,-0.01982146857265421,0.0
AI channel,88,11,4,0.013769378252940168,0.5
AI channel,40,12,3,0.031797854447239926,0.0
AI channel,77,12,3,-0.010631775981092495,0.0
AI channel,99,12,3,-0.01913319068592284,0.0
AI channel,2,13,11,-0.030025042675447255,0.25
AI channel,5,13,11,0.048641899183902604,0.25
AI channel,21,13,11,-0.042445958679412144,0.0
AI channel,36,13,11,0.03805694952395133,0.0
AI channel,37,13,11,0.03711723817008605,0.25
AI channel,39,13,11,0.04841316408396201,0.0
AI channel,66,13,11,-0.01442125425449331,0.0
AI channel,71,13,11,0.01404548503272579,0.0
AI channel,72,13,11,0.012967555009364251,0.5
AI channel,92,13,11,0.029124303169452748,0.25
AI channel,97,13,11,-0.018476848485725283,0.0
AI channel,19,14,3,0.012740820991093194,0.0
AI channel,36,14,3,-0.006256708167269864,0.0
AI channel,46,14,3,0.03661334375907077,0.0
AI channel,55,15,10,-0.016186943219150818,0.25
AI channel,60,15,10,0.01574618361706004,0.5
AI channel,62,15,10,0.0452219640507614,0.0
AI channel,65,15,10,0.028066834499595905,0.5
AI channel,70,15,10,0.013503903401255624,0.25
AI channel,75,15,10,-0.030051885130125577,0.25
AI channel,76,15,10,0.022459395756254663,0.25
AI channel,80,15,10,-0.00648762471664216,0.25
AI channel,86,15,10,0.05805051122320881,0.75
AI channel,96,15,10,0.029138150128781737,0.5
AI channel,5,16,29,-0.04484967528796391,0.0
AI channel,9,16,29,0.021572979905455814,0.0
AI channel,10,16,29,0.010992722596532611,0.25
AI channel,12,16,29,-0.04106522924668088,0.0
AI channel,14,16,29,-0.00828397385929025,1.0
AI channel,15,16,29,-0.043216148147587896,0.0
AI channel,16,16,29,-0.030926964969407833,0.0
AI channel,17,16,29,-0.021712155737271366,0.5
AI channel,18,16,29,0.03068851219507074,0.25
AI channel,19,16,29,0.012663331262593114,0.0
AI channel,28,16,29,-0.02090680012969004,0.0
AI channel,29,16,29,-0.022185834559594664,0.0
AI channel,33,16,29,-0.0289308757524257,0.25
AI channel,34,16,29,0.017863900057728532,0.0
AI channel,35,16,29,0.03144956696018464,0.5
AI channel,36,16,29,0.043126585199707024,0.25
AI channel,37,16,29,0.039014761065043646,0.25
AI channel,39,16,29,-0.04015760548606917,0.0
AI channel,42,16,29,-0.01767704416595761,0.0
AI channel,43,16,29,-0.023184630255888683,0.0
AI channel,45,16,29,0.03461693616479555,0.0
AI channel,46,16,29,0.034582689184744275,0.0
AI channel,48,16,29,0.015981001125431882,0.25
AI channel,49,16,29,-0.0788177179027747,0.0
AI channel,52,16,29,0.04231635285754981,0.25
AI channel,88,16,29,0.009952098228919515,0.25
AI channel,93,16,29,0.016495979436919328,0.0
AI channel,95,16,29,0.01076704317110061,0.0
AI channel,98,16,29,-0.011078480999773044,0.0
AI channel,14,17,5,0.010645209551930046,0.25
AI channel,45,17,5,-0.005178045387080221,0.0
AI channel,49,17,5,-0.08197439820074892,0.0
AI channel,50,17,5,0.010254798019566247,0.25
AI channel,80,17,5,-0.008458270199821483,0.25
AI channel,2,18,22,0.026933651808987547,0.0
AI channel,4,18,22,0.01796765551534707,0.0
AI channel,7,18,22,-0.02843586906125317,0.25
AI channel,8,18,22,-0.022032130486600132,0.0
AI channel,9,18,22,0.03631921686231088,0.0
AI channel,10,18,22,-0.02391762754483373,0.0
AI channel,11,18,22,0.04235340362863671,0.0
AI channel,12,18,22,-0.047919477993706217,0.0
AI channel,16,18,22,-0.033629891116621846,0.0
AI channel,19,18,22,0.02612280232067532,0.0
AI channel,21,18,22,-0.01671182327100129,0.0
AI channel,22,18,22,0.03758441403883572,0.5
AI channel,24,18,22,-0.0041230544468063846,0.25
AI channel,27,18,22,0.0004542555714160956,0.0
AI channel,32,18,22,0.03671107355572689,0.5
AI channel,34,18,22,0.028595360096577038,0.0
AI channel,39,18,22,-0.046260190726902684,0.0
AI channel,43,18,22,0.025792215409287556,0.0
AI channel,44,18,22,0.021871456778247422,0.0
AI channel,45,18,22,-0.04436298094864399,0.0
AI channel,47,18,22,-0.025228562094347873,0.0
AI channel,49,18,22,-0.08221005913530721,0.0
AI channel,2,19,5,0.0373406131209163,0.0
AI channel,13,19,5,-0.14102774115430716,0.0
AI channel,78,19,5,0.06407385796154008,0.0
AI channel,90,19,5,-0.023823949645491782,0.25
AI channel,94,19,5,0.004657974499300527,0.0
AI channel,1,20,21,0.021837657210551975,0.25
AI channel,3,20,21,-0.01562642611196785,0.0
AI channel,8,20,21,0.010976096993497886,0.25
AI channel,9,20,21,0.04083196889131813,0.0
AI channel,12,20,21,-0.050476908430303946,0.0
AI channel,13,20,21,-0.03586844082298879,0.0
AI channel,14,20,21,0.07002780008517362,0.75
AI channel,15,20,21,-0.030819072996524755,0.0
AI channel,18,20,21,-0.0018742877770073774,0.0
AI channel,19,20,21,0.028797086948240236,0.25
AI channel,21,20,21,-0.03229486628122713,0.0
AI channel,24,20,21,0.004041349926744098,0.25
AI channel,29,20,21,-0.02227515543226588,0.0
AI channel,33,20,21,-0.0268969842842659,0.0
AI channel,35,20,21,0.03489966135761213,0.25
AI channel,37,20,21,0.010215140144533952,0.0
AI channel,38,20,21,0.04136892748205201,0.0
AI channel,41,20,21,-0.07502982543949477,0.75
AI channel,47,20,21,-0.030225470209052308,0.0
AI channel,48,20,21,0.02314655515803732,0.0
AI channel,49,20,21,-0.0714920039164485,0.0
AI channel,72,21,3,-0.02367378258237346,0.25
AI channel,80,21,3,-0.00021000918219760134,0.0
AI channel,81,21,3,-0.03690843086286233,0.0
AI channel,1,22,14,-0.01380005139525381,0.25
AI channel,14,22,14,-0.04075483905767674,0.0
AI channel,15,22,14,-0.018042800236986734,0.25
AI channel,16,22,14,0.018642970853054663,0.0
AI channel,17,22,14,0.03549203914147031,0.25
AI channel,30,22,14,-0.021447374754022253,0.25
AI channel,55,22,14,-0.014528719034820448,0.25
AI channel,59,22,14,-0.002801533752642804,0.0
AI channel,66,22,14,-0.02585395795268508,0.0
AI channel,69,22,14,-0.015221068282165351,0.0
AI channel,75,22,14,-0.026773799975907453,0.25
AI channel,78,22,14,-0.050086394161825476,0.0
AI channel,86,22,14,0.008564962353577621,0.25
AI channel,94,22,14,-0.009840781299309986,0.0
AI channel,13,23,11,-0.013965097572105734,0.0
AI channel,18,23,11,0.018989465164643615,0.0
AI channel,26,23,11,-0.04971105745320953,0.0
AI channel,33,23,11,0.015511388763455314,0.0
AI channel,34,23,11,0.007753321383521028,0.0
AI channel,55,23,11,-0.026350123299333617,0.0
AI channel,63,23,11,0.009991702737331964,0.0
AI channel,75,23,11,0.0376268333472668,0.5
AI channel,80,23,11,-0.005364082186166019,0.0
AI channel,86,23,11,0.018843578284371332,0.0
AI channel,96,23,11,-0.023188809297063018,0.25
AI channel,5,24,8,-0.0399025783339072,0.0
AI channel,15,24,8,-0.03421409017753896,0.0
AI channel,34,24,8,0.025283967517293893,0.25
AI channel,36,24,8,0.03642733272556031,0.5
AI channel,42,24,8,-0.02228714986485747,0.0
AI channel,46,24,8,0.047861653661621206,0.25
AI channel,87,24,8,0.014351103988221703,0.25
AI channel,95,24,8,0.019184678484269357,0.5
AI channel,73,25,2,-0.0017583636674677328,0.0
AI channel,86,25,2,0.01534682370542273,0.25
AI channel,19,26,4,0.021754410153085213,0.0
AI channel,50,26,4,-0.011679032575285797,0.0
AI channel,69,26,4,0.02551967870584615,0.5
AI channel,75,26,4,0.020585756819158196,0.75
AI channel,7,27,7,0.003503100999046771,0.25
AI channel,60,27,7,0.01580953466597501,0.5
AI channel,68,27,7,-0.02424049645062043,0.0
AI channel,70,27,7,0.026636469552291264,0.25
AI channel,71,27,7,0.0023817754098867105,0.25
AI channel,78,27,7,-0.03139315916659102,0.0
AI channel,97,27,7,-0.012078945624054427,0.0
AI channel,1,28,12,-0.0223741728823581,0.0
AI channel,4,28,12,-0.021002252485522177,0.0
AI channel,18,28,12,-0.033984465406380504,0.25
AI channel,31,28,12,-0.01142508157722849,0.0
AI channel,33,28,12,-0.01990505539789772,0.25
AI channel,35,28,12,-0.019996564418141682,0.0
AI channel,39,28,12,0.018710377968970238,0.0
AI channel,70,28,12,0.04040493394096323,0.0
AI channel,71,28,12,-0.008207202075246056,0.0
AI channel,74,28,12,-0.012065183040197436,0.0
AI channel,86,28,12,0.008480966980922489,0.0
AI channel,88,28,12,0.011819729981473959,0.25
AI channel,52,29,2,-0.029736827654354203,0.25
AI channel,64,29,2,-0.024559751453932632,0.25
AI channel,11,30,2,0.023910008489377466,0.25
AI channel,29,30,2,0.05420494243931867,0.0
Self channel,20,1,2,-0.11525098065731942,0.0
Self channel,24,1,2,0.11525098065731942,0.25
Self channel,36,2,2,-0.07576206343019931,0.0
Self channel,46,2,2,0.06929652130997155,0.0
Self channel,0,3,17,-0.11151841163894766,0.0
Self channel,1,3,17,-0.11238488245838218,0.0
Self channel,5,3,17,-0.05662964462837039,0.0
Self channel,7,3,17,-0.11027654532165576,0.0
Self channel,11,3,17,0.04905610876006894,0.0
Self channel,12,3,17,0.11588042286367517,0.25
Self channel,15,3,17,0.06557932036398184,0.25
Self channel,23,3,17,0.1562544274118584,0.0
Self channel,25,3,17,-0.08094637662627813,0.25
Self channel,28,3,17,-0.1379831611918491,0.0
Self channel,30,3,17,0.08817380699348187,0.25
Self channel,34,3,17,0.06696726826945298,0.25
Self channel,36,3,17,-0.10567356615180046,0.0
Self channel,38,3,17,0.09028214413020841,0.0
Self channel,40,3,17,-0.11238488245838218,0.25
Self channel,42,3,17,-0.11588042286367517,0.0
Self channel,49,3,17,-0.11588042286367517,0.0
Self channel,92,4,1,-0.08732574274327465,0.25
Self channel,0,5,32,-0.11668797493080368,0.0
Self channel,2,5,32,0.12850664157892178,0.25
Self channel,3,5,32,0.09938766622492745,0.25
Self channel,5,5,32,-0.11342966522609532,0.0
Self channel,7,5,32,0.1149749270405136,0.25
Self channel,8,5,32,-0.10079877087118005,0.0
Self channel,9,5,32,-0.10450753255492595,0.25
Self channel,10,5,32,0.0802202373645351,0.0
Self channel,11,5,32,0.09580749818012124,0.25
Self channel,12,5,32,0.11893876699724681,0.25
Self channel,14,5,32,0.0783576941982439,0.5
Self channel,15,5,32,0.0981407419116811,0.0
Self channel,16,5,32,-0.15429008814086898,0.0
Self channel,18,5,32,0.11537382202981561,0.0
Self channel,21,5,32,-0.10426034421050123,0.0
Self channel,22,5,32,0.1277105470408888,0.75
Self channel,24,5,32,0.10741210405524926,0.0
Self channel,25,5,32,-0.11101023127403589,0.0
Self channel,27,5,32,0.07768080311052084,0.0
Self channel,28,5,32,-0.1365690466641124,0.0
Self channel,30,5,32,0.09988408162766227,0.0
Self channel,32,5,32,0.09071687073833656,0.5
Self channel,34,5,32,0.00760802946992678,0.0
Self channel,36,5,32,0.09681703481717185,0.25
Self channel,39,5,32,0.10818192449756026,0.25
Self channel,40,5,32,0.11984760502608749,0.25
Self channel,43,5,32,0.07168894699867356,0.5
Self channel,45,5,32,-0.09884382561683214,0.0
Self channel,46,5,32,0.09199646212361601,0.0
Self channel,47,5,32,-0.10679977846451538,0.25
Self channel,48,5,32,0.08429682081207601,0.5
Self channel,49,5,32,-0.11639933274323278,0.0
Self channel,53,7,8,-0.09897171216922163,0.0
Self channel,56,7,8,-0.10863518290781943,0.25
Self channel,59,7,8,-0.05547867757429148,0.25
Self channel,65,7,8,0.08720315276818119,0.0
Self channel,68,7,8,-0.05987640045756182,0.25
Self channel,69,7,8,0.06619480674085976,0.0
Self channel,79,7,8,-0.10101848349068099,0.0
Self channel,92,7,8,-0.09330009305507692,0.25
Self channel,0,8,41,-0.10199523057048376,0.0
Self channel,2,8,41,0.08235391371211892,0.0
Self channel,3,8,41,-0.0992776136934872,0.0
Self channel,4,8,41,0.09248058118640434,0.0
Self channel,5,8,41,-0.09842811033298826,0.0
Self channel,7,8,41,-0.10449455541453428,0.0
Self channel,8,8,41,-0.10669240663775392,0.0
Self channel,9,8,41,0.13312618243689472,0.5
Self channel,10,8,41,0.07773956545481908,0.25
Self channel,11,8,41,0.08564383035305012,0.25
Self channel,12,8,41,0.1055425169480837,0.25
Self channel,13,8,41,0.10457257799568842,0.0
Self channel,14,8,41,-0.08458521388038764,0.0
Self channel,15,8,41,0.09399681896324308,0.5
Self channel,16,8,41,-0.15748165552008986,0.0
Self channel,17,8,41,0.09133301185475728,0.75
Self channel,20,8,41,-0.07321532604218078,0.0
Self channel,21,8,41,-0.12299344026081993,0.0
Self channel,22,8,41,0.11988555704216197,0.25
Self channel,23,8,41,0.1291339906575063,0.5
Self channel,24,8,41,0.10746972779166397,0.5
Self channel,25,8,41,0.14050652053974505,0.25
Self channel,27,8,41,0.08628354449981945,0.25
Self channel,28,8,41,-0.11456646806936338,0.0
Self channel,30,8,41,0.09360120526244342,0.0
Self channel,32,8,41,0.09720473821170328,0.5
Self channel,33,8,41,-0.11068404163687634,0.25
Self channel,34,8,41,0.08192253790394255,0.0
Self channel,35,8,41,0.08290010077789056,0.0
Self channel,36,8,41,0.06665095658143583,0.25
Self channel,37,8,41,0.10778252461285026,0.25
Self channel,38,8,41,0.09978637101120735,0.0
Self channel,39,8,41,-0.10321634677062252,0.0
Self channel,40,8,41,0.10709740242333476,0.25
Self channel,41,8,41,-0.11690202940994343,0.0
Self channel,43,8,41,0.08101223838844052,0.5
Self channel,45,8,41,-0.10101963496521671,0.0
Self channel,46,8,41,0.09304770281769081,0.0
Self channel,47,8,41,-0.10573785527870849,0.25
Self channel,48,8,41,0.09068985026832499,0.75
Self channel,49,8,41,-0.10437165826827827,0.0
Self channel,69,9,6,0.09121759193361823,0.0
Self channel,70,9,6,0.11694777105527776,0.0
Self channel,73,9,6,0.09324392230901479,0.0
Self channel,75,9,6,0.11852302304606832,0.0
Self channel,86,9,6,0.07194209249029104,1.0
Self channel,92,9,6,-0.13028948186990685,0.0
Self channel,27,11,4,0.0884605363009866,0.0
Self channel,39,11,4,-0.09052715197348205,0.0
Self channel,63,11,4,-0.07072452008978591,0.0
Self channel,88,11,4,0.06168430588871715,0.0
Self channel,40,12,3,0.09355641968352868,0.0
Self channel,77,12,3,-0.06231932994462053,0.0
Self channel,99,12,3,0.06746127292220178,0.0
Self channel,2,13,11,0.03770132007522925,0.0
Self channel,5,13,11,-0.08309964614434084,0.0
Self channel,21,13,11,-0.09323348070016169,0.0
Self channel,36,13,11,-0.041299764903311775,0.25
Self channel,37,13,11,-0.1014103574438181,0.0
Self channel,39,13,11,0.10855031663352649,0.25
Self channel,66,13,11,-0.08689053967598354,0.0
Self channel,71,13,11,0.06852460575282998,0.0
Self channel,72,13,11,0.07771720418568706,0.25
Self channel,92,13,11,0.06747922717497817,0.0
Self channel,97,13,11,-0.06464630132239652,0.5
Self channel,19,14,3,-0.08871013687035434,0.0
Self channel,36,14,3,0.10796082287688336,0.25
Self channel,46,14,3,0.09656387610124373,0.0
Self channel,55,15,10,0.05460038475356155,0.0
Self channel,60,15,10,0.07957413977672445,0.5
Self channel,62,15,10,0.07483042195542028,0.5
Self channel,65,15,10,0.10504837042178827,0.25
Self channel,70,15,10,-0.10691840229167304,0.0
Self channel,75,15,10,0.09828800238355906,0.25
Self channel,76,15,10,0.08966745263629283,0.25
Self channel,80,15,10,0.07903125513753706,0.5
Self channel,86,15,10,0.05813141450864601,0.0
Self channel,96,15,10,0.09469618803568058,0.0
Self channel,5,16,29,-0.08152317360447703,0.0
Self channel,9,16,29,0.11429419017533066,0.0
Self channel,10,16,29,0.07218145233653539,0.25
Self channel,12,16,29,-0.0931607357423816,0.25
Self channel,14,16,29,0.0811360762169977,0.0
Self channel,15,16,29,-0.10133588871845634,0.0
Self channel,16,16,29,-0.09676108462031963,0.0
Self channel,17,16,29,0.09621610787520385,0.25
Self channel,18,16,29,0.07372745842543638,0.25
Self channel,19,16,29,-0.11685007691520766,0.0
Self channel,28,16,29,0.07652876148010096,0.25
Self channel,29,16,29,0.07415518267755927,0.5
Self channel,33,16,29,0.08026365357149357,0.25
Self channel,34,16,29,0.08906642921161512,0.0
Self channel,35,16,29,0.08442748668007005,0.25
Self channel,36,16,29,0.10275231684445318,0.0
Self channel,37,16,29,-0.10222982514536272,0.0
Self channel,39,16,29,-0.07827365631357575,0.0
Self channel,42,16,29,-0.06066206782693795,0.0
Self channel,43,16,29,-0.07712769679503229,0.25
Self channel,45,16,29,-0.11140566721583012,0.0
Self channel,46,16,29,0.09145536789416875,0.0
Self channel,48,16,29,-0.08789825608914614,0.25
Self channel,49,16,29,-0.08102915105030073,0.0
Self channel,52,16,29,-0.05929351243393177,0.0
Self channel,88,16,29,0.06724543713552672,0.0
Self channel,93,16,29,0.08482721570774943,0.0
Self channel,95,16,29,0.06351731928743537,0.0
Self channel,98,16,29,-0.07401549713789884,0.25
Self channel,14,17,5,0.12272503205660157,0.0
Self channel,45,17,5,-0.136402051891514,0.0
Self channel,49,17,5,-0.1213002915759045,0.0
Self channel,50,17,5,0.07436932827931986,0.25
Self channel,80,17,5,0.07791133119253241,0.25
Self channel,2,18,22,0.024679493854078027,0.0
Self channel,4,18,22,0.06957781118544781,0.0
Self channel,7,18,22,0.07340881977961411,0.25
Self channel,8,18,22,-0.07420918230370299,0.0
Self channel,9,18,22,0.09312022994121416,0.0
Self channel,10,18,22,0.08747866565775575,0.0
Self channel,11,18,22,0.08034304028668049,0.5
Self channel,12,18,22,-0.08887486580944087,0.25
Self channel,16,18,22,-0.10402563661976855,0.0
Self channel,19,18,22,-0.09598803964942093,0.0
Self channel,21,18,22,-0.082686191617797,0.25
Self channel,22,18,22,0.07919915148556922,0.5
Self channel,24,18,22,0.08801495965630945,0.0
Self channel,27,18,22,0.07892771612530214,0.0
Self channel,32,18,22,0.0692146244226286,0.5
Self channel,34,18,22,0.07438832322887001,0.0
Self channel,39,18,22,-0.10159246982724013,0.0
Self channel,43,18,22,0.08737996569697193,0.25
Self channel,44,18,22,0.08579232404583459,1.0
Self channel,45,18,22,-0.1419565913625893,0.0
Self channel,47,18,22,-0.07514209050541287,0.0
Self channel,49,18,22,-0.1350175513737477,0.0
Self channel,2,19,5,-0.0184996001435474,0.0
Self channel,13,19,5,0.061969012388076006,0.0
Self channel,78,19,5,-0.0365943217627302,0.0
Self channel,90,19,5,0.05238554983840776,0.0
Self channel,94,19,5,0.09047450094078058,0.25
Self channel,1,20,21,-0.07830915649715764,0.25
Self channel,3,20,21,-0.07163573785290966,0.0
Self channel,8,20,21,-0.08333873895019295,0.0
Self channel,9,20,21,0.08590554345632578,0.0
Self channel,12,20,21,-0.08371092263784724,0.25
Self channel,13,20,21,0.11983236588943058,0.0
Self channel,14,20,21,0.06872217770282496,0.0
Self channel,15,20,21,-0.10732323516168196,0.25
Self channel,18,20,21,0.06712467061116534,0.25
Self channel,19,20,21,-0.09073152981329224,0.0
Self channel,21,20,21,-0.09035665143541138,0.25
Self channel,24,20,21,0.09562731640744693,0.0
Self channel,29,20,21,0.0666116847531697,0.0
Self channel,33,20,21,0.07137626571034278,0.25
Self channel,35,20,21,0.08232373812015614,0.25
Self channel,37,20,21,-0.08080206984590527,0.0
Self channel,38,20,21,0.08785252585057479,0.0
Self channel,41,20,21,0.069837700668479,0.75
Self channel,47,20,21,-0.08700634206659685,0.0
Self channel,48,20,21,0.08273110883978718,1.0
Self channel,49,20,21,-0.09831325196009422,0.0
Self channel,72,21,3,0.02806823473213027,0.25
Self channel,80,21,3,0.06529191833552578,0.0
Self channel,81,21,3,0.09050655499659155,0.5
Self channel,1,22,14,-0.06320557723856685,0.0
Self channel,14,22,14,-0.060036656343423866,0.5
Self channel,15,22,14,-0.08884323480678169,0.25
Self channel,16,22,14,-0.05343828970269515,0.0
Self channel,17,22,14,-0.055771639525241556,0.75
Self channel,30,22,14,0.049343668421924,0.25
Self channel,55,22,14,0.04061372750519732,0.0
Self channel,59,22,14,-0.09233097596042328,0.0
Self channel,66,22,14,0.009257351201290953,0.0
Self channel,69,22,14,0.06303664785790586,0.0
Self channel,75,22,14,0.048392446402406586,0.5
Self channel,78,22,14,-0.07101730480475482,0.0
Self channel,86,22,14,0.030412142304061196,0.0
Self channel,94,22,14,-0.015449866895878073,0.0
Self channel,13,23,11,0.08463380532213283,0.0
Self channel,18,23,11,0.05438778496515817,0.0
Self channel,26,23,11,-0.03959798712724344,0.0
Self channel,33,23,11,-0.0384756081377674,0.0
Self channel,34,23,11,0.041765873962302025,0.0
Self channel,55,23,11,0.07331773649283913,0.0
Self channel,63,23,11,0.07156714810107206,0.25
Self channel,75,23,11,0.07995360472500412,0.25
Self channel,80,23,11,0.019754380352271672,0.0
Self channel,86,23,11,0.06309645064829816,0.0
Self channel,96,23,11,-0.07000861930002028,0.0
Self channel,5,24,8,-0.08583004443366804,0.0
Self channel,15,24,8,-0.08304860660441993,0.0
Self channel,34,24,8,0.07428239822289096,0.0
Self channel,36,24,8,0.059602978529004536,0.0
Self channel,42,24,8,-0.05626871146821777,0.0
Self channel,46,24,8,0.06854332688546794,0.0
Self channel,87,24,8,0.05976543707648546,0.25
Self channel,95,24,8,-0.06120554798980066,0.5
Self channel,73,25,2,-0.09740779748915185,0.0
Self channel,86,25,2,0.04018874075883028,0.5
Self channel,19,26,4,0.04903504930804592,0.0
Self channel,50,26,4,0.004978999064984002,0.0
Self channel,69,26,4,0.06541284941733172,0.0
Self channel,75,26,4,0.06195068019651073,0.0
Self channel,7,27,7,0.06481624390305646,0.0
Self channel,60,27,7,0.08674262479677453,0.0
Self channel,68,27,7,-0.07318086666710755,0.0
Self channel,70,27,7,0.05969316070946917,0.0
Self channel,71,27,7,-0.05232027980237319,0.0
Self channel,78,27,7,-0.08415007268159563,0.0
Self channel,97,27,7,-0.03910159821696263,0.25
Self channel,1,28,12,-0.050220611324574393,0.0
Self channel,4,28,12,-0.03496025380508461,0.25
Self channel,18,28,12,-0.026172297377604625,0.25
Self channel,31,28,12,-0.026051669641731834,0.5
Self channel,33,28,12,-0.036522498257828606,0.0
Self channel,35,28,12,-0.061669889926078914,0.0
Self channel,39,28,12,0.02437971479583534,0.0
Self channel,70,28,12,0.08714249613540792,0.0
Self channel,71,28,12,-0.08817065823809622,0.0
Self channel,74,28,12,-0.07594630992945828,0.0
Self channel,86,28,12,0.03207025495462934,0.0
